CustomerCD,PurchaseDate,Item,Amount,Number
Customer0000718,2020/2/15,Shortcake,580,1
Customer0008452,2020/1/2,Shortcake,580,3
Customer0000718,2020/8/13,Shortcake,580,2
Customer0000718,2020/6/9,Shortcake,580,3
Customer0004171,2020/7/18,Shortcake,580,1
Customer0003630,2020/7/30,Shortcake,580,2
Customer0008726,2019/9/6,Shortcake,580,1
Customer0008452,2019/9/19,Shortcake,580,1
Customer0003630,2019/9/26,Shortcake,580,3
Customer0010574,2019/9/28,Shortcake,580,1
Customer0005877,2019/11/2,Shortcake,580,3
Customer0003575,2019/11/9,Shortcake,580,2
Customer0001477,2019/11/12,Shortcake,580,2
Customer0009413,2019/11/19,Shortcake,580,3
Customer0009583,2019/11/28,Shortcake,580,2
Customer0004171,2019/10/22,Shortcake,580,2
Customer0000718,2019/10/23,Shortcake,580,1
Customer0010828,2020/6/5,Shortcake,580,3
Customer0001477,2020/3/11,Shortcake,580,2
Customer0003575,2020/6/19,Shortcake,580,3
Customer0003575,2020/7/9,Shortcake,580,2
Customer0003575,2020/1/14,Shortcake,580,1
Customer0005286,2020/1/24,Shortcake,580,2
Customer0005286,2020/7/28,Shortcake,580,2
Customer0003575,2020/1/14,Shortcake,580,2
Customer0003575,2020/5/12,Shortcake,580,2
Customer0003575,2020/1/14,Shortcake,580,3
Customer0005286,2020/3/27,Shortcake,580,1
Customer0003575,2020/5/12,Shortcake,580,3
Customer0003575,2020/3/10,Shortcake,580,3
Customer0003575,2020/8/11,Shortcake,580,1
Customer0003575,2020/2/18,Shortcake,580,1
Customer0005286,2020/2/20,Shortcake,580,1
Customer0003575,2020/7/9,Shortcake,580,1
Customer0005286,2020/7/28,Shortcake,580,2
Customer0005286,2020/8/18,Shortcake,580,3
Customer0003575,2020/3/10,Shortcake,580,3
Customer0003575,2020/6/19,Shortcake,580,3
Customer0003575,2019/11/9,Shortcake,580,1
Customer0003575,2020/5/12,Shortcake,580,2
Customer0005286,2020/4/15,Shortcake,580,3
Customer0005286,2020/7/28,Shortcake,580,2
Customer0005286,2019/12/20,Shortcake,580,2
Customer0005286,2020/8/18,Shortcake,580,2
Customer0005286,2020/4/15,Shortcake,580,1
Customer0003575,2020/2/18,Shortcake,580,3
Customer0005286,2020/6/19,Shortcake,580,1
Customer0003575,2020/6/19,Shortcake,580,1
Customer0003575,2020/7/9,Shortcake,580,3
Customer0003575,2019/10/21,Shortcake,580,1
Customer0005286,2019/10/25,Shortcake,580,2
Customer0000532,2020/6/20,Macaroons,530,3
Customer0005123,2020/1/22,Pudding,390,3
Customer0000532,2020/3/12,Pudding,390,2
Customer0005712,2020/8/28,Pudding,390,3
Customer0000532,2020/7/29,Pudding,390,1
Customer0005735,2020/3/31,Pudding,390,3
Customer0005735,2020/5/12,Pudding,390,1
Customer0006245,2020/8/7,Apple Pie,590,2
Customer0006245,2020/8/7,Apple Pie,590,3
Customer0006245,2020/8/7,Apple Pie,590,3
Customer0006395,2019/9/17,Apple Pie,590,1
Customer0006487,2019/10/15,Apple Pie,590,3
Customer0006395,2019/10/22,Apple Pie,590,2
Customer0006395,2019/11/19,Apple Pie,590,2
Customer0006487,2019/12/31,Apple Pie,590,2
Customer0006395,2020/1/7,Apple Pie,590,2
Customer0006395,2020/2/18,Apple Pie,590,1
Customer0006565,2020/3/15,Apple Pie,590,2
Customer0006395,2020/3/17,Apple Pie,590,3
Customer0006565,2020/4/12,Apple Pie,590,1
Customer0006487,2020/4/14,Apple Pie,590,3
Customer0006395,2020/4/28,Apple Pie,590,2
Customer0006565,2020/5/17,Apple Pie,590,1
Customer0006395,2020/5/19,Apple Pie,590,1
Customer0006487,2020/5/19,Apple Pie,590,1
Customer0006565,2020/6/21,Apple Pie,590,2
Customer0006487,2020/6/23,Apple Pie,590,1
Customer0006565,2020/7/26,Apple Pie,590,2
Customer0006487,2020/8/11,Apple Pie,590,3
Customer0006565,2020/8/30,Apple Pie,590,3
Customer0006395,2020/6/13,Apple Pie,590,3
Customer0006395,2020/6/22,Apple Pie,590,3
Customer0006741,2020/1/18,Apple Pie,590,3
Customer0006395,2020/2/18,Gateau chocolat,600,3
Customer0006395,2020/4/28,Gateau chocolat,600,3
Customer0006395,2019/9/17,Gateau chocolat,600,2
Customer0006395,2019/10/22,Gateau chocolat,600,2
Customer0006395,2019/11/19,Gateau chocolat,600,2
Customer0006487,2019/12/31,Gateau chocolat,600,2
Customer0006395,2020/1/7,Gateau chocolat,600,2
Customer0006487,2020/1/28,Gateau chocolat,600,1
Customer0006395,2020/2/18,Gateau chocolat,600,1
Customer0006487,2020/4/14,Gateau chocolat,600,1
Customer0006741,2019/12/20,Chocolate cake,480,2
Customer0006487,2019/9/10,Chocolate cake,480,2
Customer0006395,2020/3/17,Chocolate cake,480,3
Customer0006487,2020/4/14,Chocolate cake,480,1
Customer0006395,2020/4/28,Chocolate cake,480,1
Customer0006395,2020/5/19,Chocolate cake,480,3
Customer0006487,2020/5/19,Chocolate cake,480,1
Customer0006565,2020/6/21,Chocolate cake,480,1
Customer0006487,2020/6/23,Chocolate cake,480,2
Customer0006565,2020/7/26,Chocolate cake,480,1
Customer0006487,2020/8/11,Chocolate cake,480,2
Customer0006395,2019/10/22,Chocolate cake,480,1
Customer0006487,2019/12/31,Chocolate cake,480,1
Customer0006395,2020/3/17,Chocolate cake,480,2
Customer0006395,2020/5/19,Chocolate cake,480,3
Customer0006395,2019/11/19,Chocolate cake,480,2
Customer0006395,2019/9/17,Chocolate cake,480,3
Customer0006565,2019/9/22,Chocolate cake,480,1
Customer0006487,2019/10/15,Chocolate cake,480,2
Customer0006395,2019/10/22,Chocolate cake,480,2
Customer0006395,2019/11/19,Chocolate cake,480,1
Customer0006565,2019/11/24,Chocolate cake,480,3
Customer0006487,2019/12/31,Chocolate cake,480,3
Customer0006395,2020/1/7,Chocolate cake,480,3
Customer0006565,2020/1/19,Chocolate cake,480,3
Customer0006487,2020/1/28,Chocolate cake,480,2
Customer0006565,2020/2/9,Chocolate cake,480,1
Customer0006395,2020/2/18,Chocolate cake,480,2
Customer0006565,2020/3/15,Chocolate cake,480,3
Customer0006565,2020/4/12,Chocolate cake,480,1
Customer0006565,2020/5/17,Chocolate cake,480,1
Customer0006565,2020/8/30,Chocolate cake,480,3
Customer0006487,2019/9/10,Chocolate cake,480,3
Customer0006395,2019/9/17,Chocolate cake,480,2
Customer0006565,2020/4/12,Chocolate cake,480,3
Customer0006487,2020/6/23,Chocolate cake,480,1
Customer0006487,2020/8/11,Chocolate cake,480,1
Customer0006395,2020/1/7,Chocolate cake,480,2
Customer0006395,2020/2/18,Chocolate cake,480,2
Customer0006565,2020/4/12,Chocolate cake,480,2
Customer0006565,2020/7/26,Chocolate cake,480,2
Customer0007819,2020/7/3,Shortcake,580,2
Customer0006741,2020/4/29,Shortcake,580,1
Customer0007819,2020/7/3,Shortcake,580,1
Customer0006741,2020/1/18,Shortcake,580,2
Customer0006741,2020/3/10,Shortcake,580,2
Customer0007819,2020/7/3,Shortcake,580,3
Customer0008499,2020/6/17,Shortcake,580,1
Customer0006741,2019/9/18,Shortcake,580,1
Customer0006741,2020/4/29,Shortcake,580,3
Customer0005712,2020/3/18,Shortcake,580,2
Customer0007819,2020/7/3,Shortcake,580,1
Customer0000532,2020/3/12,Shortcake,580,1
Customer0008879,2020/7/4,Shortcake,580,3
Customer0008499,2020/1/30,Shortcake,580,2
Customer0006741,2019/12/20,Shortcake,580,2
Customer0006741,2019/9/18,Shortcake,580,3
Customer0009575,2020/4/24,Shortcake,580,3
Customer0009695,2020/5/2,Shortcake,580,3
Customer0009863,2020/5/21,Shortcake,580,3
Customer0008879,2020/7/4,Shortcake,580,1
Customer0005735,2020/7/8,Shortcake,580,3
Customer0010323,2020/5/27,Shortcake,580,1
Customer0006741,2020/5/1,Shortcake,580,2
Customer0007819,2020/5/15,Shortcake,580,3
Customer0006741,2020/8/7,Shortcake,580,1
Customer0000532,2020/1/15,Shortcake,580,1
Customer0000532,2020/7/29,Shortcake,580,3
Customer0010515,2020/7/29,Shortcake,580,1
Customer0010522,2019/9/3,Shortcake,580,2
Customer0005712,2019/9/11,Shortcake,580,1
Customer0006741,2019/9/18,Shortcake,580,1
Customer0009863,2019/11/12,Shortcake,580,3
Customer0009575,2019/11/14,Shortcake,580,2
Customer0010757,2019/12/13,Shortcake,580,2
Customer0006245,2020/8/27,Shortcake,580,2
Customer0006245,2020/8/7,Shortcake,580,1
Customer0006245,2020/8/7,Shortcake,580,2
Customer0006245,2020/8/27,Shortcake,580,1
Customer0006245,2020/8/27,Shortcake,580,3
Customer0006245,2020/8/7,Shortcake,580,1
Customer0006245,2020/8/7,Shortcake,580,3
Customer0006245,2020/8/7,Shortcake,580,2
Customer0000733,2020/5/15,Macaroons,530,2
Customer0001079,2020/6/17,Rare cheesecake,380,1
Customer0001141,2019/11/12,Rare cheesecake,380,2
Customer0001141,2019/11/16,Rare cheesecake,380,3
Customer0001504,2020/1/16,Rare cheesecake,380,2
Customer0001141,2019/9/25,Gateau chocolat,600,1
Customer0001079,2020/6/17,Rare cheesecake,380,1
Customer0001504,2020/1/16,cream puff,590,2
Customer0001504,2020/2/5,cream puff,590,1
Customer0003091,2020/3/3,cream puff,590,1
Customer0001504,2020/6/12,cream puff,590,1
Customer0003091,2020/8/28,Pudding,390,1
Customer0005037,2019/11/7,Pudding,390,2
Customer0005037,2020/6/11,Pudding,390,3
Customer0005159,2020/3/28,Pudding,390,1
Customer0001141,2019/10/26,Pudding,390,3
Customer0005804,2020/5/12,Pudding,390,1
Customer0006201,2020/3/18,Apple Pie,590,1
Customer0000733,2020/6/18,Apple Pie,590,3
Customer0006284,2020/8/22,Apple Pie,590,3
Customer0006284,2020/8/22,Apple Pie,590,1
Customer0001079,2020/6/29,Gateau chocolat,600,2
Customer0001079,2020/4/19,Chocolate cake,480,2
Customer0001079,2020/6/29,Chocolate cake,480,2
Customer0007532,2019/9/20,Chocolate cake,480,3
Customer0001079,2020/6/29,Chocolate cake,480,3
Customer0000733,2020/2/11,Chocolate cake,480,3
Customer0006284,2020/7/24,Chocolate cake,480,2
Customer0006284,2019/10/16,Shortcake,580,2
Customer0006284,2019/10/21,Shortcake,580,1
Customer0001504,2019/11/15,Shortcake,580,3
Customer0001504,2020/8/25,Shortcake,580,2
Customer0001504,2019/10/17,Shortcake,580,1
Customer0001504,2019/11/15,Shortcake,580,3
Customer0001504,2020/2/5,Shortcake,580,3
Customer0001504,2020/8/1,Shortcake,580,3
Customer0001504,2020/8/25,Shortcake,580,3
Customer0001504,2019/10/29,Shortcake,580,3
Customer0001504,2020/8/25,Shortcake,580,3
Customer0000733,2020/4/11,Shortcake,580,2
Customer0000733,2020/6/18,Shortcake,580,1
Customer0006284,2020/2/7,Shortcake,580,1
Customer0006284,2020/5/20,Shortcake,580,3
Customer0006284,2020/8/22,Shortcake,580,2
Customer0006284,2019/10/16,Shortcake,580,1
Customer0006284,2019/10/21,Shortcake,580,3
Customer0006284,2020/1/28,Shortcake,580,3
Customer0003091,2020/6/2,Shortcake,580,1
Customer0000733,2020/3/13,Shortcake,580,2
Customer0000733,2020/3/18,Shortcake,580,2
Customer0006284,2020/8/22,Shortcake,580,2
Customer0006284,2020/2/26,Shortcake,580,3
Customer0006284,2020/8/22,Shortcake,580,1
Customer0000733,2019/9/4,Shortcake,580,2
Customer0003091,2019/9/11,Shortcake,580,1
Customer0006284,2019/9/25,Shortcake,580,2
Customer0001141,2020/2/28,Shortcake,580,2
Customer0000733,2020/5/15,Shortcake,580,1
Customer0001141,2020/3/27,Shortcake,580,2
Customer0001141,2020/3/28,Shortcake,580,2
Customer0006201,2020/6/24,Shortcake,580,3
Customer0001141,2020/6/26,Shortcake,580,3
Customer0006284,2020/8/22,Shortcake,580,1
Customer0008744,2019/12/10,Shortcake,580,3
Customer0000733,2020/5/15,Shortcake,580,1
Customer0000733,2020/4/11,Shortcake,580,3
Customer0006201,2020/7/24,Shortcake,580,2
Customer0000733,2020/7/24,Shortcake,580,3
Customer0003091,2020/8/28,Shortcake,580,2
Customer0006284,2019/10/16,Shortcake,580,1
Customer0006284,2019/10/21,Shortcake,580,2
Customer0001079,2020/6/17,Shortcake,580,3
Customer0000733,2019/12/5,Shortcake,580,2
Customer0006284,2020/2/26,Shortcake,580,3
Customer0006284,2020/8/22,Shortcake,580,3
Customer0009000,2020/1/30,Shortcake,580,1
Customer0000733,2020/8/27,Shortcake,580,2
Customer0001141,2020/6/26,Shortcake,580,3
Customer0006284,2020/4/9,Shortcake,580,1
Customer0006284,2020/4/17,Shortcake,580,2
Customer0009509,2020/4/21,Shortcake,580,2
Customer0005037,2020/4/24,Shortcake,580,3
Customer0009658,2020/4/30,Shortcake,580,2
Customer0006201,2020/5/2,Shortcake,580,3
Customer0009509,2020/5/8,Shortcake,580,1
Customer0005037,2020/7/22,Shortcake,580,1
Customer0006284,2020/3/24,Shortcake,580,3
Customer0006284,2020/3/24,Shortcake,580,3
Customer0001504,2020/3/26,Shortcake,580,1
Customer0001504,2020/5/1,Shortcake,580,2
Customer0006284,2019/10/30,Shortcake,580,2
Customer0005037,2020/1/23,Shortcake,580,3
Customer0009509,2020/1/24,Shortcake,580,3
Customer0009509,2020/7/4,Shortcake,580,1
Customer0001141,2019/11/12,Shortcake,580,2
Customer0001504,2020/3/2,Shortcake,580,2
Customer0001504,2020/3/26,Shortcake,580,1
Customer0006284,2020/4/17,Shortcake,580,2
Customer0001504,2020/4/23,Shortcake,580,2
Customer0006284,2020/7/24,Shortcake,580,3
Customer0001504,2020/3/2,Shortcake,580,3
Customer0001504,2020/5/5,Shortcake,580,2
Customer0000733,2020/2/11,Shortcake,580,1
Customer0001141,2020/2/28,Shortcake,580,1
Customer0006201,2020/2/12,Shortcake,580,1
Customer0006284,2020/6/26,Shortcake,580,3
Customer0006201,2020/7/24,Shortcake,580,2
Customer0001141,2020/7/25,Shortcake,580,1
Customer0000733,2019/9/4,Shortcake,580,2
Customer0001141,2019/9/11,Shortcake,580,2
Customer0003091,2019/9/11,Shortcake,580,2
Customer0010548,2019/9/18,Shortcake,580,3
Customer0001504,2019/9/25,Shortcake,580,3
Customer0006284,2019/11/9,Shortcake,580,2
Customer0006284,2019/10/26,Shortcake,580,1
Customer0006284,2020/6/26,Shortcake,580,2
Customer0006284,2019/10/26,Shortcake,580,2
Customer0003091,2019/11/12,Shortcake,580,2
Customer0001079,2020/6/17,Shortcake,580,1
Customer0006284,2020/6/26,Shortcake,580,1
Customer0005037,2020/1/23,Shortcake,580,1
Customer0005159,2020/6/19,Shortcake,580,2
Customer0005159,2020/6/2,Shortcake,580,1
Customer0005159,2020/6/1,Shortcake,580,3
Customer0005159,2020/3/28,Shortcake,580,1
Customer0000278,2020/3/12,Macaroons,530,3
Customer0002184,2019/9/11,Financier,530,3
Customer0003070,2019/12/20,cream puff,590,2
Customer0003070,2019/10/2,cream puff,590,1
Customer0003149,2019/11/9,cream puff,590,2
Customer0003348,2019/10/22,Eclair,420,2
Customer0003348,2020/4/7,Eclair,420,1
Customer0002184,2019/11/8,Eclair,420,1
Customer0000278,2020/6/29,Eclair,420,2
Customer0003348,2020/4/7,Eclair,420,1
Customer0003348,2020/4/7,Eclair,420,1
Customer0004132,2019/12/5,jelly,470,2
Customer0004649,2020/8/12,Pudding,390,3
Customer0005153,2020/3/19,Pudding,390,2
Customer0005153,2020/7/3,Pudding,390,3
Customer0005153,2020/8/26,Pudding,390,3
Customer0005200,2020/8/27,Pudding,390,1
Customer0006291,2019/9/7,Apple Pie,590,1
Customer0006877,2020/7/28,Apple Pie,590,2
Customer0003070,2019/9/25,Chocolate cake,480,3
Customer0002184,2020/1/14,Chocolate cake,480,3
Customer0003149,2020/6/10,Shortcake,580,2
Customer0003070,2020/6/10,Shortcake,580,1
Customer0004649,2020/6/12,Shortcake,580,2
Customer0003348,2019/10/22,Shortcake,580,2
Customer0007880,2020/8/12,Shortcake,580,1
Customer0003348,2019/10/22,Shortcake,580,1
Customer0003348,2020/8/26,Shortcake,580,1
Customer0000278,2019/10/8,Shortcake,580,1
Customer0003348,2019/10/22,Shortcake,580,2
Customer0002184,2020/5/13,Shortcake,580,2
Customer0003070,2020/5/15,Shortcake,580,2
Customer0003070,2020/7/4,Shortcake,580,3
Customer0008111,2020/4/29,Shortcake,580,3
Customer0008111,2020/7/1,Shortcake,580,2
Customer0008111,2020/7/21,Shortcake,580,3
Customer0006291,2019/11/2,Shortcake,580,1
Customer0000278,2019/11/26,Shortcake,580,3
Customer0000278,2020/2/12,Shortcake,580,1
Customer0000278,2020/5/9,Shortcake,580,3
Customer0000278,2020/8/11,Shortcake,580,2
Customer0003149,2019/10/2,Shortcake,580,2
Customer0002184,2019/10/9,Shortcake,580,1
Customer0002184,2020/1/14,Shortcake,580,1
Customer0004649,2020/3/18,Shortcake,580,2
Customer0008111,2020/3/27,Shortcake,580,3
Customer0008111,2020/6/13,Shortcake,580,3
Customer0008111,2020/6/16,Shortcake,580,3
Customer0008111,2020/6/30,Shortcake,580,1
Customer0008358,2020/3/3,Shortcake,580,3
Customer0006291,2020/3/21,Shortcake,580,3
Customer0008358,2020/6/16,Shortcake,580,2
Customer0008111,2020/6/30,Shortcake,580,1
Customer0003070,2020/2/7,Shortcake,580,1
Customer0008111,2020/2/29,Shortcake,580,2
Customer0006291,2020/6/6,Shortcake,580,3
Customer0004132,2019/9/9,Shortcake,580,1
Customer0002184,2019/9/11,Shortcake,580,1
Customer0007880,2019/9/18,Shortcake,580,3
Customer0004649,2020/5/9,Shortcake,580,1
Customer0005153,2020/3/19,Shortcake,580,1
Customer0000278,2019/11/26,Shortcake,580,3
Customer0008111,2019/12/31,Shortcake,580,3
Customer0008111,2020/7/21,Shortcake,580,3
Customer0008788,2019/11/25,Shortcake,580,2
Customer0003070,2019/11/12,Shortcake,580,1
Customer0006877,2020/2/8,Shortcake,580,2
Customer0000278,2020/6/29,Shortcake,580,3
Customer0004132,2020/6/3,Shortcake,580,3
Customer0000278,2020/3/14,Shortcake,580,1
Customer0004132,2019/12/5,Shortcake,580,3
Customer0002184,2020/5/13,Shortcake,580,3
Customer0004649,2020/7/18,Shortcake,580,2
Customer0006877,2019/9/21,Shortcake,580,1
Customer0004649,2020/1/31,Shortcake,580,3
Customer0006877,2020/8/15,Shortcake,580,2
Customer0006291,2020/4/11,Shortcake,580,1
Customer0006877,2020/3/31,Shortcake,580,3
Customer0008358,2020/4/7,Shortcake,580,2
Customer0004649,2020/4/7,Shortcake,580,1
Customer0003070,2020/4/14,Shortcake,580,3
Customer0009546,2020/4/23,Shortcake,580,3
Customer0009604,2020/4/28,Shortcake,580,1
Customer0009782,2020/5/12,Shortcake,580,2
Customer0009993,2019/10/23,Shortcake,580,3
Customer0008358,2019/10/21,Shortcake,580,2
Customer0004649,2019/10/21,Shortcake,580,1
Customer0008358,2020/7/4,Shortcake,580,2
Customer0008358,2020/7/8,Shortcake,580,2
Customer0003149,2020/7/11,Shortcake,580,1
Customer0002184,2020/7/24,Shortcake,580,1
Customer0010079,2020/7/28,Shortcake,580,2
Customer0003070,2020/7/4,Shortcake,580,3
Customer0000278,2020/1/14,Shortcake,580,3
Customer0000278,2020/5/9,Shortcake,580,2
Customer0008111,2020/2/29,Shortcake,580,1
Customer0006877,2020/7/28,Shortcake,580,1
Customer0002184,2020/7/29,Shortcake,580,1
Customer0003070,2020/7/4,Shortcake,580,3
Customer0008788,2020/4/23,Shortcake,580,1
Customer0003070,2020/1/2,Shortcake,580,2
Customer0003070,2020/5/15,Shortcake,580,2
Customer0004649,2020/1/7,Shortcake,580,1
Customer0004649,2019/12/13,Shortcake,580,1
Customer0000278,2020/1/14,Shortcake,580,1
Customer0004649,2020/8/12,Shortcake,580,2
Customer0004132,2019/12/5,Shortcake,580,2
Customer0008111,2019/12/31,Shortcake,580,1
Customer0008111,2020/8/1,Shortcake,580,3
Customer0003348,2020/5/21,Shortcake,580,3
Customer0004649,2020/6/12,Shortcake,580,2
Customer0002184,2019/9/11,Shortcake,580,3
Customer0006291,2019/9/14,Shortcake,580,1
Customer0003149,2019/9/20,Shortcake,580,1
Customer0004649,2019/9/20,Shortcake,580,3
Customer0008111,2019/9/27,Shortcake,580,2
Customer0008358,2019/11/2,Shortcake,580,1
Customer0003070,2019/11/12,Shortcake,580,1
Customer0004649,2019/11/16,Shortcake,580,1
Customer0009782,2019/11/21,Shortcake,580,1
Customer0003070,2020/1/2,Shortcake,580,2
Customer0005153,2020/5/20,Shortcake,580,1
Customer0003348,2020/5/21,Shortcake,580,2
Customer0005153,2020/6/2,Shortcake,580,2
Customer0005153,2020/6/26,Shortcake,580,2
Customer0010800,2019/11/9,Shortcake,580,3
Customer0005153,2019/11/14,Shortcake,580,2
Customer0005153,2019/11/27,Shortcake,580,1
Customer0005153,2019/11/28,Shortcake,580,2
Customer0010800,2020/5/19,Shortcake,580,3
Customer0010833,2020/6/13,Shortcake,580,1
Customer0005153,2020/6/26,Shortcake,580,3
Customer0004132,2020/1/28,Shortcake,580,1
Customer0000058,2019/11/26,Macaroons,530,1
Customer0000058,2020/3/11,Macaroons,530,2
Customer0000058,2020/7/22,Macaroons,530,2
Customer0000058,2019/10/16,Macaroons,530,3
Customer0000160,2020/3/18,Macaroons,530,2
Customer0000160,2020/7/1,Macaroons,530,2
Customer0000058,2019/11/8,Macaroons,530,3
Customer0000274,2020/3/5,Macaroons,530,3
Customer0000058,2020/2/15,Macaroons,530,3
Customer0000678,2019/11/7,Macaroons,530,2
Customer0000779,2019/12/26,jelly,470,2
Customer0000779,2020/4/18,jelly,470,1
Customer0000160,2020/8/1,jelly,470,1
Customer0000058,2019/10/16,Rare cheesecake,380,3
Customer0000058,2020/4/7,Rare cheesecake,380,2
Customer0001412,2020/8/27,Rare cheesecake,380,2
Customer0000058,2019/11/8,cream puff,590,3
Customer0000678,2019/12/19,cream puff,590,2
Customer0000678,2019/12/19,cream puff,590,2
Customer0000058,2020/3/11,cream puff,590,1
Customer0000160,2020/5/1,cream puff,590,1
Customer0000058,2020/8/21,cream puff,590,2
Customer0000160,2020/3/18,jelly,470,3
Customer0000779,2019/10/16,Financier,530,1
Customer0000779,2019/12/26,Financier,530,3
Customer0000779,2020/7/11,Financier,530,2
Customer0000779,2020/8/4,Financier,530,2
Customer0001412,2019/12/27,Financier,530,1
Customer0002462,2019/10/22,Gateau chocolat,600,2
Customer0000274,2019/10/23,Gateau chocolat,600,1
Customer0000160,2019/11/1,Gateau chocolat,600,1
Customer0000274,2020/1/16,Gateau chocolat,600,3
Customer0000274,2020/7/3,Gateau chocolat,600,1
Customer0000274,2019/12/11,Gateau chocolat,600,3
Customer0000160,2019/9/11,Gateau chocolat,600,2
Customer0000160,2020/4/24,Gateau chocolat,600,1
Customer0002771,2019/10/11,Rare cheesecake,380,1
Customer0000160,2019/12/10,cream puff,590,2
Customer0000160,2019/12/10,cream puff,590,2
Customer0000160,2019/9/11,cream puff,590,2
Customer0000160,2020/1/7,cream puff,590,2
Customer0000160,2019/10/16,cream puff,590,3
Customer0000160,2020/3/18,cream puff,590,3
Customer0000160,2019/10/16,cream puff,590,3
Customer0000160,2020/1/7,cream puff,590,1
Customer0000160,2020/7/1,cream puff,590,1
Customer0000160,2020/7/1,cream puff,590,3
Customer0000678,2019/11/7,Eclair,420,2
Customer0000779,2020/5/20,Eclair,420,1
Customer0003556,2020/3/26,Eclair,420,1
Customer0000160,2020/3/18,Eclair,420,3
Customer0000274,2020/3/25,Eclair,420,2
Customer0003762,2020/3/6,Eclair,420,3
Customer0003762,2020/3/6,Eclair,420,2
Customer0004023,2019/9/21,Gateau chocolat,600,2
Customer0000678,2020/3/18,Gateau chocolat,600,1
Customer0004430,2019/10/25,Pudding,390,1
Customer0004023,2019/12/18,Pudding,390,3
Customer0005139,2020/2/22,Pudding,390,1
Customer0000274,2019/11/20,Pudding,390,3
Customer0000274,2019/12/11,Pudding,390,3
Customer0000274,2020/1/16,Pudding,390,3
Customer0000274,2020/3/5,Pudding,390,2
Customer0000274,2020/4/21,Pudding,390,2
Customer0000058,2019/12/25,Pudding,390,3
Customer0000058,2020/2/15,Pudding,390,2
Customer0000779,2020/7/11,Pudding,390,1
Customer0000678,2020/1/18,Pudding,390,3
Customer0000678,2020/8/5,Pudding,390,2
Customer0000274,2020/7/3,Pudding,390,3
Customer0000160,2020/8/1,Apple Pie,590,1
Customer0000160,2020/3/18,Apple Pie,590,2
Customer0003762,2020/3/27,Apple Pie,590,3
Customer0000160,2019/10/16,Apple Pie,590,1
Customer0006534,2019/12/19,Apple Pie,590,1
Customer0006534,2020/3/26,Apple Pie,590,1
Customer0006534,2020/4/23,Apple Pie,590,3
Customer0006534,2020/6/25,Apple Pie,590,3
Customer0006534,2020/7/30,Apple Pie,590,1
Customer0006534,2020/8/27,Apple Pie,590,2
Customer0006534,2019/12/20,Apple Pie,590,2
Customer0000160,2019/12/10,Apple Pie,590,1
Customer0006534,2019/10/10,Gateau chocolat,600,1
Customer0006534,2019/12/19,Gateau chocolat,600,3
Customer0006534,2020/1/9,Gateau chocolat,600,3
Customer0006534,2020/2/14,Gateau chocolat,600,2
Customer0006534,2020/3/26,Gateau chocolat,600,2
Customer0006534,2020/4/23,Gateau chocolat,600,1
Customer0006534,2020/5/28,Gateau chocolat,600,1
Customer0006534,2020/6/25,Gateau chocolat,600,3
Customer0006534,2020/8/27,Gateau chocolat,600,1
Customer0006534,2019/9/2,Gateau chocolat,600,2
Customer0006534,2020/3/26,Gateau chocolat,600,1
Customer0006534,2020/4/23,Gateau chocolat,600,1
Customer0006534,2020/5/28,Gateau chocolat,600,3
Customer0006534,2020/6/25,Gateau chocolat,600,1
Customer0006534,2020/7/30,Gateau chocolat,600,1
Customer0006534,2020/8/27,Gateau chocolat,600,2
Customer0007059,2019/12/28,Chocolate cake,480,1
Customer0000058,2019/11/8,Chocolate cake,480,2
Customer0000058,2019/12/25,Chocolate cake,480,1
Customer0000058,2020/4/7,Chocolate cake,480,3
Customer0000058,2020/6/19,Chocolate cake,480,2
Customer0007489,2020/5/16,Chocolate cake,480,3
Customer0006534,2019/9/2,Chocolate cake,480,2
Customer0006534,2019/10/10,Chocolate cake,480,3
Customer0006534,2020/1/9,Chocolate cake,480,2
Customer0006534,2020/2/14,Chocolate cake,480,2
Customer0006534,2020/3/26,Chocolate cake,480,2
Customer0006534,2020/4/23,Chocolate cake,480,1
Customer0006534,2020/5/28,Chocolate cake,480,3
Customer0006534,2020/6/25,Chocolate cake,480,3
Customer0006534,2020/8/27,Chocolate cake,480,1
Customer0006534,2019/12/19,Chocolate cake,480,1
Customer0006534,2019/9/2,Chocolate cake,480,1
Customer0006534,2019/10/10,Chocolate cake,480,2
Customer0006534,2019/12/19,Chocolate cake,480,2
Customer0006534,2020/1/9,Chocolate cake,480,3
Customer0006534,2020/2/14,Chocolate cake,480,1
Customer0006534,2020/3/26,Chocolate cake,480,1
Customer0006534,2020/4/23,Chocolate cake,480,1
Customer0006534,2020/5/28,Chocolate cake,480,3
Customer0006534,2020/6/25,Chocolate cake,480,3
Customer0006534,2020/7/30,Chocolate cake,480,2
Customer0006534,2020/8/27,Chocolate cake,480,2
Customer0006534,2020/7/30,Chocolate cake,480,3
Customer0006534,2020/7/30,Chocolate cake,480,3
Customer0006534,2020/8/27,Chocolate cake,480,2
Customer0006534,2020/1/9,Chocolate cake,480,3
Customer0006534,2020/2/14,Chocolate cake,480,3
Customer0000678,2019/9/2,Chocolate cake,480,3
Customer0002462,2019/10/22,Chocolate cake,480,2
Customer0000160,2020/1/30,Chocolate cake,480,1
Customer0000678,2020/2/5,Chocolate cake,480,3
Customer0000160,2020/3/18,Chocolate cake,480,3
Customer0000678,2020/6/20,Chocolate cake,480,3
